Arquivo,Deputado,Autor,Assunto,Data_Criacao,Data_Moficacao
EMC 175-2017 PL678716 =- PL 6787-2016.pdf,Magda Mofatto,P_4189,,D:20170316050038-07'00',D:20170316050038-07'00'
EMC 176-2017 PL678716 =- PL 6787-2016.pdf,Magda Mofatto,P_4189,,D:20170316050046-07'00',D:20170316050046-07'00'
EMC 177-2017 PL678716 =- PL 6787-2016.pdf,Magda Mofatto,P_4189,,D:20170316050055-07'00',D:20170316050055-07'00'
EMC 178-2017 PL678716 =- PL 6787-2016.pdf,Magda Mofatto,P_4189,,D:20170316090823-03'00',D:20170316090823-03'00'
EMC 179-2017 PL678716 =- PL 6787-2016.pdf,Magda Mofatto,P_4189,,D:20170316090842-03'00',D:20170316090842-03'00'
EMC 180-2017 PL678716 =- PL 6787-2016.pdf,Magda Mofatto,Gildete Menezes | NTC,,D:20170316091001-03'00',D:20170316091001-03'00'
EMC 181-2017 PL678716 =- PL 6787-2016.pdf,Magda Mofatto,vladimir porfirio,,D:20170316091010-03'00',D:20170316091010-03'00'
EMC 182-2017 PL678716 =- PL 6787-2016.pdf,Magda Mofatto,admin,,D:20170316050244-07'00',D:20170316050244-07'00'
EMC 183-2017 PL678716 =- PL 6787-2016.pdf,Magda Mofatto,P_4189,,D:20170316050252-07'00',D:20170316050252-07'00'
EMC 184-2017 PL678716 =- PL 6787-2016.pdf,Jô Moraes,Osmar de Oliveira Aguiar,,D:20170316050301-07'00',D:20170316050301-07'00'
EMC 185-2017 PL678716 =- PL 6787-2016.pdf,Jô Moraes,Prodasen,,D:20170316050318-07'00',D:20170316050318-07'00'
EMC 186-2017 PL678716 =- PL 6787-2016.pdf,Jô Moraes,Prodasen,,D:20170316050327-07'00',D:20170316050327-07'00'
EMC 187-2017 PL678716 =- PL 6787-2016.pdf,Jô Moraes,Osmar de Oliveira Aguiar,,D:20170316050335-07'00',D:20170316050335-07'00'
EMC 188-2017 PL678716 =- PL 6787-2016.pdf,Jô Moraes,Prodasen,,D:20170316050344-07'00',D:20170316050344-07'00'
EMC 189-2017 PL678716 =- PL 6787-2016.pdf,Jô Moraes,Osmar de Oliveira Aguiar,,D:20170316050353-07'00',D:20170316050353-07'00'
EMC 190-2017 PL678716 =- PL 6787-2016.pdf,Jô Moraes,Osmar de Oliveira Aguiar,,D:20170316050401-07'00',D:20170316050401-07'00'
EMC 191-2017 PL678716 =- PL 6787-2016.pdf,Jô Moraes,Osmar de Oliveira Aguiar,,D:20170316050410-07'00',D:20170316050410-07'00'
EMC 192-2017 PL678716 =- PL 6787-2016.pdf,Magda Mofatto,Gildete Menezes | NTC,,D:20170316050418-07'00',D:20170316050418-07'00'
EMC 193-2017 PL678716 =- PL 6787-2016.pdf,Diego Andrade,Ricardo de Saboya Rocha Miranda,,D:20170316050502-07'00',D:20170316050502-07'00'
EMC 194-2017 PL678716 =- PL 6787-2016.pdf,Diego Andrade,Ricardo de Saboya Rocha Miranda,,D:20170316050510-07'00',D:20170316050510-07'00'
EMC 195-2017 PL678716 =- PL 6787-2016.pdf,Diego Andrade,Ricardo de Saboya Rocha Miranda,,D:20170316050519-07'00',D:20170316050519-07'00'
EMC 196-2017 PL678716 =- PL 6787-2016.pdf,Diego Andrade,Ricardo de Saboya Rocha Miranda,,D:20170316050528-07'00',D:20170316050528-07'00'
EMC 197-2017 PL678716 =- PL 6787-2016.pdf,Diego Andrade,Ricardo de Saboya Rocha Miranda,,D:20170316050922-07'00',D:20170316050922-07'00'
EMC 198-2017 PL678716 =- PL 6787-2016.pdf,Diego Andrade,Ricardo de Saboya Rocha Miranda,,D:20170316050930-07'00',D:20170316050930-07'00'
EMC 199-2017 PL678716 =- PL 6787-2016.pdf,Diego Andrade,Ricardo de Saboya Rocha Miranda,,D:20170316050938-07'00',D:20170316050938-07'00'
EMC 200-2017 PL678716 =- PL 6787-2016.pdf,Diego Andrade,Ricardo de Saboya Rocha Miranda,,D:20170316050946-07'00',D:20170316050946-07'00'
EMC 201-2017 PL678716 =- PL 6787-2016.pdf,Diego Andrade,Ricardo de Saboya Rocha Miranda,,D:20170316050955-07'00',D:20170316050955-07'00'
EMC 202-2017 PL678716 =- PL 6787-2016.pdf,Diego Andrade,Ricardo de Saboya Rocha Miranda,,D:20170316051003-07'00',D:20170316051003-07'00'
EMC 203-2017 PL678716 =- PL 6787-2016.pdf,Diego Andrade,Ricardo de Saboya Rocha Miranda,,D:20170316051011-07'00',D:20170316051011-07'00'
EMC 204-2017 PL678716 =- PL 6787-2016.pdf,Diego Andrade,Ricardo de Saboya Rocha Miranda,,D:20170316090516-03'00',D:20170316090516-03'00'
EMC 205-2017 PL678716 =- PL 6787-2016.pdf,Diego Andrade,Ricardo de Saboya Rocha Miranda,,D:20170316090526-03'00',D:20170316090526-03'00'
EMC 206-2017 PL678716 =- PL 6787-2016.pdf,Diego Andrade,Ricardo de Saboya Rocha Miranda,,D:20170316090536-03'00',D:20170316090536-03'00'
EMC 207-2017 PL678716 =- PL 6787-2016.pdf,Diego Andrade,Ricardo de Saboya Rocha Miranda,,D:20170316090546-03'00',D:20170316090546-03'00'
EMC 208-2017 PL678716 =- PL 6787-2016.pdf,Diego Andrade,Ricardo de Saboya Rocha Miranda,,D:20170316050536-07'00',D:20170316050536-07'00'
EMC 209-2017 PL678716 =- PL 6787-2016.pdf,Diego Andrade,Ricardo de Saboya Rocha Miranda,,D:20170316050544-07'00',D:20170316050544-07'00'
EMC 210-2017 PL678716 =- PL 6787-2016.pdf,Diego Andrade,Ricardo de Saboya Rocha Miranda,,D:20170316090615-03'00',D:20170316090615-03'00'
EMC 211-2017 PL678716 =- PL 6787-2016.pdf,Diego Andrade,Ricardo de Saboya Rocha Miranda,,D:20170316090625-03'00',D:20170316090625-03'00'
EMC 212-2017 PL678716 =- PL 6787-2016.pdf,Diego Andrade,Ricardo de Saboya Rocha Miranda,,D:20170316090635-03'00',D:20170316090635-03'00'
EMC 213-2017 PL678716 =- PL 6787-2016.pdf,Diego Andrade,Ricardo de Saboya Rocha Miranda,,D:20170316090645-03'00',D:20170316090645-03'00'
EMC 214-2017 PL678716 =- PL 6787-2016.pdf,Diego Andrade,Ricardo de Saboya Rocha Miranda,,D:20170316050627-07'00',D:20170316050627-07'00'
EMC 215-2017 PL678716 =- PL 6787-2016.pdf,Laura Carneiro,MOD.CONLE.ST 2119/2017 - P_6701 - Ângelo Azevedo Queiroz,EMD ADI - Emenda Aditiva,D:20170316050636-07'00',D:20170316050636-07'00'
EMC 216-2017 PL678716 =- PL 6787-2016.pdf,Laura Carneiro,Ivanete de Araujo Costa,EMD ADI - Emenda Aditiva,D:20170316090713-03'00',D:20170316090713-03'00'
EMC 217-2017 PL678716 =- PL 6787-2016.pdf,Laura Carneiro,MOD.CONLE.ST 2111/2017 - P_5040 - Adolfo Costa Araujo Rocha Furtado,EMD ADI - Emenda Aditiva,D:20170316090723-03'00',D:20170316090723-03'00'
EMC 218-2017 PL678716 =- PL 6787-2016.pdf,Laura Carneiro,MOD.CONLE.ST 2117/2017 - P_6736 - Davi Ribeiro de Oliveira Júnior,EMD ADI - Emenda Aditiva,D:20170316090733-03'00',D:20170316090733-03'00'
EMC 219-2017 PL678716 =- PL 6787-2016.pdf,Padre João,MOD.CONLE.ST 2489/2017 - P_5675 - Beatriz Rezende Marques Costa,EMD ADI - Emenda Aditiva,D:20170316090907-03'00',D:20170316090907-03'00'
EMC 220-2017 PL678716 =- PL 6787-2016.pdf,Padre João,MOD.CONLE.ST 2375/2017 - P_5675 - Beatriz Rezende Marques Costa,EMD ADI - Emenda Aditiva,D:20170316090917-03'00',D:20170316090917-03'00'
EMC 221-2017 PL678716 =- PL 6787-2016.pdf,Padre João,MOD.CONLE.ST 2488/2017 - P_5675 - Beatriz Rezende Marques Costa,EMD ADI - Emenda Aditiva,D:20170316050831-07'00',D:20170316050831-07'00'
EMC 222-2017 PL678716 =- PL 6787-2016.pdf,Padre João,MOD.CONLE.ST 2491/2017 - P_5675 - Beatriz Rezende Marques Costa,EMD ADI - Emenda Aditiva,D:20170316090936-03'00',D:20170316090936-03'00'
EMC 223-2017 PL678716 =- PL 6787-2016.pdf,Alfredo Kaefer,Diogo,,D:20170316063531-07'00',D:20170316063531-07'00'
EMC 224-2017 PL678716 =- PL 6787-2016.pdf,Laura Carneiro,MOD.CONLE.ST 2589/2017 - P_5675 - Beatriz Rezende Marques Costa,EMD ADI - Emenda Aditiva,D:20170316063744-07'00',D:20170316063744-07'00'
EMC 225-2017 PL678716 =- PL 6787-2016.pdf,Laura Carneiro,MOD.CONLE.ST 2594/2017 - P_5675 - Beatriz Rezende Marques Costa,EMD ADI - Emenda Aditiva,D:20170316063834-07'00',D:20170316063834-07'00'
EMC 226-2017 PL678716 =- PL 6787-2016.pdf,Laura Carneiro,MOD.CONLE.ST 2590/2017 - P_5675 - Beatriz Rezende Marques Costa,EMD ADI - Emenda Aditiva,D:20170316063900-07'00',D:20170316063900-07'00'
EMC 227-2017 PL678716 =- PL 6787-2016.pdf,Laura Carneiro,Dep. Laura Carneiro,,D:20170316063909-07'00',D:20170316063909-07'00'
EMC 228-2017 PL678716 =- PL 6787-2016.pdf,Laura Carneiro,Volia Cassar,,D:20170316063927-07'00',D:20170316063927-07'00'
EMC 229-2017 PL678716 =- PL 6787-2016.pdf,Laura Carneiro,MOD.CONLE.ST 2593/2017 - P_5675 - Beatriz Rezende Marques Costa,EMD ADI - Emenda Aditiva,D:20170316063944-07'00',D:20170316063944-07'00'
EMC 230-2017 PL678716 =- PL 6787-2016.pdf,Laura Carneiro,Volia Cassar,,D:20170316064001-07'00',D:20170316064001-07'00'
EMC 231-2017 PL678716 =- PL 6787-2016.pdf,Laura Carneiro,Volia Cassar,,D:20170316064019-07'00',D:20170316064019-07'00'
EMC 232-2017 PL678716 =- PL 6787-2016.pdf,Weverton Rocha,P_113101,,D:20170316065610-07'00',D:20170316065610-07'00'
EMC 233-2017 PL678716 =- PL 6787-2016.pdf,Hissa Abrahão,P_113101,,D:20170316065713-07'00',D:20170316065713-07'00'
EMC 234-2017 PL678716 =- PL 6787-2016.pdf,Hissa Abrahão,P_113101,,D:20170316065722-07'00',D:20170316065722-07'00'
EMC 235-2017 PL678716 =- PL 6787-2016.pdf,Hissa Abrahão,P_113101,,D:20170316065818-07'00',D:20170316065818-07'00'
EMC 236-2017 PL678716 =- PL 6787-2016.pdf,Hissa Abrahão,P_113101,,D:20170316065827-07'00',D:20170316065827-07'00'
EMC 237-2017 PL678716 =- PL 6787-2016.pdf,Hissa Abrahão,P_113101,,D:20170316065924-07'00',D:20170316065924-07'00'
EMC 238-2017 PL678716 =- PL 6787-2016.pdf,Weverton Rocha,P_113101,,D:20170316070946-07'00',D:20170316070946-07'00'
EMC 239-2017 PL678716 =- PL 6787-2016.pdf,Weverton Rocha,P_113101,,D:20170316070954-07'00',D:20170316070954-07'00'
EMC 240-2017 PL678716 =- PL 6787-2016.pdf,Weverton Rocha,P_113101,,D:20170316071002-07'00',D:20170316071002-07'00'
EMC 241-2017 PL678716 =- PL 6787-2016.pdf,Weverton Rocha,P_113101,,D:20170316071011-07'00',D:20170316071011-07'00'
EMC 242-2017 PL678716 =- PL 6787-2016.pdf,Weverton Rocha,P_113101,,D:20170316070539-07'00',D:20170316070539-07'00'
EMC 243-2017 PL678716 =- PL 6787-2016.pdf,Chico Lopes,Osmar de Oliveira Aguiar,,D:20170316070547-07'00',D:20170316070547-07'00'
EMC 244-2017 PL678716 =- PL 6787-2016.pdf,Chico Lopes,Osmar de Oliveira Aguiar,,D:20170316070556-07'00',D:20170316070556-07'00'
EMC 245-2017 PL678716 =- PL 6787-2016.pdf,Chico Lopes,Prodasen,,D:20170316070605-07'00',D:20170316070605-07'00'
EMC 246-2017 PL678716 =- PL 6787-2016.pdf,Chico Lopes,Osmar de Oliveira Aguiar,,D:20170316070613-07'00',D:20170316070613-07'00'
EMC 247-2017 PL678716 =- PL 6787-2016.pdf,Chico Lopes,Osmar de Oliveira Aguiar,,D:20170316070622-07'00',D:20170316070622-07'00'
EMC 248-2017 PL678716 =- PL 6787-2016.pdf,Chico Lopes,Osmar de Oliveira Aguiar,,D:20170316070630-07'00',D:20170316070630-07'00'
EMC 249-2017 PL678716 =- PL 6787-2016.pdf,Chico Lopes,Prodasen,,D:20170316070639-07'00',D:20170316070639-07'00'
EMC 250-2017 PL678716 =- PL 6787-2016.pdf,Chico Lopes,Prodasen,,D:20170316070648-07'00',D:20170316070648-07'00'
EMC 251-2017 PL678716 =- PL 6787-2016.pdf,Mauro Lopes,ivo.palmeira,,D:20170316072448-07'00',D:20170316072448-07'00'
EMC 252-2017 PL678716 =- PL 6787-2016.pdf,Mauro Lopes,ivo.palmeira,,D:20170316072457-07'00',D:20170316072457-07'00'
EMC 253-2017 PL678716 =- PL 6787-2016.pdf,Mauro Lopes,ivo.palmeira,,D:20170316072514-07'00',D:20170316072514-07'00'
EMC 254-2017 PL678716 =- PL 6787-2016.pdf,Mauro Lopes,ivo.palmeira,,D:20170316072523-07'00',D:20170316072523-07'00'
EMC 255-2017 PL678716 =- PL 6787-2016.pdf,Mauro Lopes,ivo.palmeira,,D:20170316072532-07'00',D:20170316072532-07'00'
EMC 256-2017 PL678716 =- PL 6787-2016.pdf,Mauro Lopes,P_4189,,D:20170316072540-07'00',D:20170316072540-07'00'
EMC 257-2017 PL678716 =- PL 6787-2016.pdf,Mauro Lopes,P_4189,,D:20170316072549-07'00',D:20170316072549-07'00'
EMC 258-2017 PL678716 =- PL 6787-2016.pdf,Mauro Lopes,P_4189,,D:20170316072654-07'00',D:20170316072654-07'00'
EMC 259-2017 PL678716 =- PL 6787-2016.pdf,Mauro Lopes,P_4189,,D:20170316072747-07'00',D:20170316072747-07'00'
EMC 260-2017 PL678716 =- PL 6787-2016.pdf,Mauro Lopes,P_4189,,D:20170316072856-07'00',D:20170316072856-07'00'
EMC 261-2017 PL678716 =- PL 6787-2016.pdf,Mauro Lopes,P_4189,,D:20170316072957-07'00',D:20170316072957-07'00'
EMC 262-2017 PL678716 =- PL 6787-2016.pdf,Mauro Lopes,P_4189,,D:20170316073005-07'00',D:20170316073005-07'00'
EMC 263-2017 PL678716 =- PL 6787-2016.pdf,Mauro Lopes,P_4189,,D:20170316073107-07'00',D:20170316073107-07'00'
EMC 264-2017 PL678716 =- PL 6787-2016.pdf,Mauro Lopes,P_4189,,D:20170316073115-07'00',D:20170316073115-07'00'
EMC 265-2017 PL678716 =- PL 6787-2016.pdf,Mauro Lopes,P_4189,,D:20170316073316-07'00',D:20170316073316-07'00'
EMC 266-2017 PL678716 =- PL 6787-2016.pdf,Mauro Lopes,P_4189,,D:20170316073418-07'00',D:20170316073418-07'00'
EMC 267-2017 PL678716 =- PL 6787-2016.pdf,Mauro Lopes,P_4189,,D:20170316073426-07'00',D:20170316073426-07'00'
EMC 268-2017 PL678716 =- PL 6787-2016.pdf,Mauro Lopes,P_4189,,D:20170316073523-07'00',D:20170316073523-07'00'
EMC 269-2017 PL678716 =- PL 6787-2016.pdf,Mauro Lopes,P_4189,,D:20170316073531-07'00',D:20170316073531-07'00'
EMC 270-2017 PL678716 =- PL 6787-2016.pdf,Mauro Lopes,P_4189,,D:20170316073627-07'00',D:20170316073627-07'00'
EMC 271-2017 PL678716 =- PL 6787-2016.pdf,Mauro Lopes,P_4189,,D:20170316073635-07'00',D:20170316073635-07'00'
EMC 272-2017 PL678716 =- PL 6787-2016.pdf,Mauro Lopes,P_4189,,D:20170316073736-07'00',D:20170316073736-07'00'
EMC 273-2017 PL678716 =- PL 6787-2016.pdf,Mauro Lopes,P_4189,,D:20170316073745-07'00',D:20170316073745-07'00'
EMC 274-2017 PL678716 =- PL 6787-2016.pdf,Mauro Lopes,P_4189,,D:20170316073838-07'00',D:20170316073838-07'00'
EMC 275-2017 PL678716 =- PL 6787-2016.pdf,Mauro Lopes,P_4189,,D:20170316073846-07'00',D:20170316073846-07'00'
EMC 276-2017 PL678716 =- PL 6787-2016.pdf,Mauro Lopes,P_4189,,D:20170316073947-07'00',D:20170316073947-07'00'
EMC 277-2017 PL678716 =- PL 6787-2016.pdf,Mauro Lopes,Gildete Menezes | NTC,,D:20170316073956-07'00',D:20170316073956-07'00'
EMC 278-2017 PL678716 =- PL 6787-2016.pdf,Mauro Lopes,Gildete Menezes | NTC,,D:20170316074943-07'00',D:20170316074943-07'00'
EMC 279-2017 PL678716 =- PL 6787-2016.pdf,Mauro Lopes,Gildete Menezes | NTC,,D:20170316074951-07'00',D:20170316074951-07'00'
EMC 280-2017 PL678716 =- PL 6787-2016.pdf,Mauro Lopes,admin,,D:20170316074959-07'00',D:20170316074959-07'00'
EMC 281-2017 PL678716 =- PL 6787-2016.pdf,Mauro Lopes,admin,,D:20170316075015-07'00',D:20170316075015-07'00'
EMC 282-2017 PL678716 =- PL 6787-2016.pdf,Mauro Lopes,P_4189,,D:20170316075023-07'00',D:20170316075023-07'00'
EMC 283-2017 PL678716 =- PL 6787-2016.pdf,Laercio Oliveira,Amanda Galvão Ferreira Tabosa,,D:20170316074620-07'00',D:20170316074620-07'00'
EMC 284-2017 PL678716 =- PL 6787-2016.pdf,Laercio Oliveira,Amanda Galvão Ferreira Tabosa,,D:20170316074629-07'00',D:20170316074629-07'00'
EMC 285-2017 PL678716 =- PL 6787-2016.pdf,Gorete Pereira,wlamir,,D:20170316092535-07'00',D:20170316092535-07'00'
EMC 286-2017 PL678716 =- PL 6787-2016.pdf,Gorete Pereira,wlamir,,D:20170316092553-07'00',D:20170316092553-07'00'
EMC 287-2017 PL678716 =- PL 6787-2016.pdf,Chico Lopes,Osmar de Oliveira Aguiar,,D:20170316092601-07'00',D:20170316092601-07'00'
EMC 288-2017 PL678716 =- PL 6787-2016.pdf,Marinaldo Rosendo,MOD.CONLE.ST 2450/2017 - P_5658 - Maria Auxiliadora da Silva,EMD ADI - Emenda Aditiva,D:20170316092610-07'00',D:20170316092610-07'00'
EMC 289-2017 PL678716 =- PL 6787-2016.pdf,Marinaldo Rosendo,MOD.CONLE.ST 2457/2017 - P_5040 - Adolfo Costa Araujo Rocha Furtado,EMD ADI - Emenda Aditiva,D:20170316092619-07'00',D:20170316092619-07'00'
EMC 290-2017 PL678716 =- PL 6787-2016.pdf,Marinaldo Rosendo,Ivanete de Araujo Costa,EMD ADI - Emenda Aditiva,D:20170316094014-07'00',D:20170316094014-07'00'
EMC 291-2017 PL678716 =- PL 6787-2016.pdf,Marinaldo Rosendo,MOD.CONLE.ST 2459/2017 - P_6701 - Ângelo Azevedo Queiroz,EMD ADI - Emenda Aditiva,D:20170316092627-07'00',D:20170316092627-07'00'
EMC 292-2017 PL678716 =- PL 6787-2016.pdf,Marinaldo Rosendo,MOD.CONLE.ST 2460/2017 - P_5658 - Maria Auxiliadora da Silva,EMD ADI - Emenda Aditiva,D:20170316092636-07'00',D:20170316092636-07'00'
EMC 293-2017 PL678716 =- PL 6787-2016.pdf,Marinaldo Rosendo,MOD.CONLE.ST 2460/2017 - P_5658 - Maria Auxiliadora da Silva,EMD ADI - Emenda Aditiva,D:20170316092645-07'00',D:20170316092645-07'00'
EMC 294-2017 PL678716 =- PL 6787-2016.pdf,Marinaldo Rosendo,MOD.CONLE.ST 2452/2017 - P_6736 - Davi Ribeiro de Oliveira Júnior,EMD ADI - Emenda Aditiva,D:20170316092653-07'00',D:20170316092653-07'00'
EMC 295-2017 PL678716 =- PL 6787-2016.pdf,Marinaldo Rosendo,MOD.CONLE.ST 2452/2017 - P_6736 - Davi Ribeiro de Oliveira Júnior,EMD ADI - Emenda Aditiva,D:20170316092702-07'00',D:20170316092702-07'00'
EMC 296-2017 PL678716 =- PL 6787-2016.pdf,Marinaldo Rosendo,MOD.CONLE.ST 2448/2017 - P_6701 - Ângelo Azevedo Queiroz,EMD ADI - Emenda Aditiva,D:20170316092711-07'00',D:20170316092711-07'00'
EMC 297-2017 PL678716 =- PL 6787-2016.pdf,Marinaldo Rosendo,MOD.CONLE.ST 2386/2017 - P_5771 - Lisiane de Alcantara Bastos,EMD ADI - Emenda Aditiva,D:20170316092719-07'00',D:20170316092719-07'00'
EMC 298-2017 PL678716 =- PL 6787-2016.pdf,Marinaldo Rosendo,MOD.CONLE.ST 2451/2017 - P_5771 - Lisiane de Alcantara Bastos,EMD ADI - Emenda Aditiva,D:20170316092728-07'00',D:20170316092728-07'00'
EMC 299-2017 PL678716 =- PL 6787-2016.pdf,Marinaldo Rosendo,Ivanete de Araujo Costa,EMD ADI - Emenda Aditiva,D:20170316092839-07'00',D:20170316092839-07'00'
EMC 300-2017 PL678716 =- PL 6787-2016.pdf,Marinaldo Rosendo,MOD.CONLE.ST 2398/2017 - P_5040 - Adolfo Costa Araujo Rocha Furtado,EMD ADI - Emenda Aditiva,D:20170316092856-07'00',D:20170316092856-07'00'
EMC 301-2017 PL678716 =- PL 6787-2016.pdf,Herculano Passos,Ivanete de Araujo Costa,EMD ADI - Emenda Aditiva,D:20170316092942-07'00',D:20170316092942-07'00'
EMC 302-2017 PL678716 =- PL 6787-2016.pdf,Sergio Vidigal,P_113101,,D:20170316112533-07'00',D:20170316112533-07'00'
EMC 303-2017 PL678716 =- PL 6787-2016.pdf,Sergio Vidigal,P_113101,,D:20170316112541-07'00',D:20170316112541-07'00'
EMC 304-2017 PL678716 =- PL 6787-2016.pdf,Sergio Vidigal,P_113101,,D:20170316112549-07'00',D:20170316112549-07'00'
EMC 305-2017 PL678716 =- PL 6787-2016.pdf,Sergio Vidigal,P_113101,,D:20170316112558-07'00',D:20170316112558-07'00'
EMC 306-2017 PL678716 =- PL 6787-2016.pdf,Sergio Vidigal,P_113101,,D:20170316112629-07'00',D:20170316112629-07'00'
EMC 307-2017 PL678716 =- PL 6787-2016.pdf,Sergio Vidigal,P_113101,,D:20170316112638-07'00',D:20170316112638-07'00'
EMC 308-2017 PL678716 =- PL 6787-2016.pdf,Ricardo Izar,Iraciara Souza,,D:20170316130648-07'00',D:20170316130648-07'00'
EMC 309-2017 PL678716 =- PL 6787-2016.pdf,Ricardo Izar,Iraciara Souza,,D:20170316130656-07'00',D:20170316130656-07'00'
EMC 310-2017 PL678716 =- PL 6787-2016.pdf,Ricardo Izar,Iraciara Souza,,D:20170316130704-07'00',D:20170316130704-07'00'
EMC 311-2017 PL678716 =- PL 6787-2016.pdf,Ricardo Izar,Déurick Mota,,D:20170316130712-07'00',D:20170316130712-07'00'
EMC 312-2017 PL678716 =- PL 6787-2016.pdf,Ricardo Izar,Déurick Mota,,D:20170316130720-07'00',D:20170316130720-07'00'
EMC 313-2017 PL678716 =- PL 6787-2016.pdf,Ricardo Izar,Iraciara Souza,,D:20170316130610-07'00',D:20170316130610-07'00'
EMC 314-2017 PL678716 =- PL 6787-2016.pdf,Paes Landim,Iraciara Souza,,D:20170316130618-07'00',D:20170316130618-07'00'
EMC 315-2017 PL678716 =- PL 6787-2016.pdf,Paes Landim,Iraciara Souza,,D:20170316130627-07'00',D:20170316130627-07'00'
EMC 316-2017 PL678716 =- PL 6787-2016.pdf,Paes Landim,Iraciara Souza,,D:20170316130635-07'00',D:20170316130635-07'00'
EMC 317-2017 PL678716 =- PL 6787-2016.pdf,Paes Landim,Déurick Mota,,D:20170316130644-07'00',D:20170316130644-07'00'
EMC 318-2017 PL678716 =- PL 6787-2016.pdf,Rosangela Gomes,Paulo Roberto Carvalho da Silva,,D:20170316131614-07'00',D:20170316131614-07'00'
EMC 319-2017 PL678716 =- PL 6787-2016.pdf,Rosangela Gomes,Paulo Roberto Carvalho da Silva,,D:20170316131718-07'00',D:20170316131718-07'00'
EMC 320-2017 PL678716 =- PL 6787-2016.pdf,Sergio Vidigal,MOD.CONLE.ST 2848/2017 - P_8057 - Tania Marcia Oliveira de Andrade,EMD ADI - Emenda Aditiva,D:20170320111726-07'00',D:20170320111726-07'00'
EMC 321-2017 PL678716 =- PL 6787-2016.pdf,Sergio Vidigal,MOD.CONLE.ST 2870/2017 - P_8057 - Tania Marcia Oliveira de Andrade,EMD ADI - Emenda Aditiva,D:20170320111835-07'00',D:20170320111835-07'00'
EMC 322-2017 PL678716 =- PL 6787-2016.pdf,Roberto Sales,Ivanete de Araujo Costa,EMD ADI - Emenda Aditiva,D:20170317080728-07'00',D:20170317080728-07'00'
EMC 323-2017 PL678716 =- PL 6787-2016.pdf,Roberto Sales,Ivanete de Araujo Costa,EMD ADI - Emenda Aditiva,D:20170317081417-07'00',D:20170317081417-07'00'
EMC 324-2017 PL678716 =- PL 6787-2016.pdf,Roberto Sales,Ivanete de Araujo Costa,EMD ADI - Emenda Aditiva,D:20170317081434-07'00',D:20170317081434-07'00'
EMC 325-2017 PL678716 =- PL 6787-2016.pdf,Roberto Sales,Ivanete de Araujo Costa,EMD ADI - Emenda Aditiva,D:20170317081442-07'00',D:20170317081442-07'00'
EMC 326-2017 PL678716 =- PL 6787-2016.pdf,Roberto Sales,Ivanete de Araujo Costa,EMD ADI - Emenda Aditiva,D:20170317081548-07'00',D:20170317081548-07'00'
EMC 327-2017 PL678716 =- PL 6787-2016.pdf,Roberto Sales,Ivanete de Araujo Costa,EMD ADI - Emenda Aditiva,D:20170317081556-07'00',D:20170317081556-07'00'
EMC 328-2017 PL678716 =- PL 6787-2016.pdf,Mauro Pereira,,,D:20170317081604-07'00',D:20170317081604-07'00'
EMC 329-2017 PL678716 =- PL 6787-2016.pdf,Cleber Verde,Ayres de Almeida Silva Filho,,D:20170317081940-07'00',D:20170317081940-07'00'
EMC 330-2017 PL678716 =- PL 6787-2016.pdf,Valdir Colatto,Ivanete de Araujo Costa,EMD ADI - Emenda Aditiva,D:20170317083505-07'00',D:20170317083505-07'00'
EMC 331-2017 PL678716 =- PL 6787-2016.pdf,Valdir Colatto,MOD.CONLE.ST 2241/2017 - P_5771 - Lisiane de Alcantara Bastos,EMD ADI - Emenda Aditiva,D:20170317083811-07'00',D:20170317083811-07'00'
EMC 332-2017 PL678716 =- PL 6787-2016.pdf,Valdir Colatto,MOD.CONLE.ST 2239/2017 - P_6701 - Ângelo Azevedo Queiroz,EMD ADI - Emenda Aditiva,D:20170317083912-07'00',D:20170317083912-07'00'
EMC 333-2017 PL678716 =- PL 6787-2016.pdf,Valdir Colatto,MOD.CONLE.ST 2240/2017 - P_6736 - Davi Ribeiro de Oliveira Júnior,EMD ADI - Emenda Aditiva,D:20170317084450-07'00',D:20170317084450-07'00'
EMC 334-2017 PL678716 =- PL 6787-2016.pdf,Valdir Colatto,Ricardo de Saboya Rocha Miranda,,D:20170317084459-07'00',D:20170317084459-07'00'
EMC 335-2017 PL678716 =- PL 6787-2016.pdf,Valdir Colatto,Ricardo de Saboya Rocha Miranda,,D:20170317084507-07'00',D:20170317084507-07'00'
